Year_Month,Card_type,Line,Trip
Feb-17,School Student,F3 Parramatta River,545
Feb-17,Senior/Pensioner,F3 Parramatta River,34470
Feb-17,Sgl Trip Ferry Adult,F3 Parramatta River,7659
Feb-17,Sgl Trip Ferry Child/Youth,F3 Parramatta River,1042
Feb-17,Adult,F4 Darling Harbour,105617
Feb-17,Child/Youth,F4 Darling Harbour,8544
Feb-17,Concession,F4 Darling Harbour,2399
Feb-17,Employee,F4 Darling Harbour,567
Feb-17,Free Travel,F4 Darling Harbour,209
Feb-17,School Student,F4 Darling Harbour,194
Feb-17,Senior/Pensioner,F4 Darling Harbour,19768
Feb-17,Sgl Trip Ferry Adult,F4 Darling Harbour,8155
Feb-17,Sgl Trip Ferry Child/Youth,F4 Darling Harbour,1043
Feb-17,Adult,F5 Neutral Bay,36179
Feb-17,Child/Youth,F5 Neutral Bay,1241
Feb-17,Concession,F5 Neutral Bay,1027
Feb-17,Employee,F5 Neutral Bay,189
Feb-17,Free Travel,F5 Neutral Bay,70
Feb-17,School Student,F5 Neutral Bay,32
Feb-17,Senior/Pensioner,F5 Neutral Bay,9086
Feb-17,Sgl Trip Ferry Adult,F5 Neutral Bay,979
Feb-17,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,126
Feb-17,Adult,F6 Mosman Bay,54777
Feb-17,Child/Youth,F6 Mosman Bay,2108
Feb-17,Concession,F6 Mosman Bay,1823
Feb-17,Employee,F6 Mosman Bay,328
Feb-17,Free Travel,F6 Mosman Bay,123
Feb-17,School Student,F6 Mosman Bay,68
Feb-17,Senior/Pensioner,F6 Mosman Bay,13119
Feb-17,Sgl Trip Ferry Adult,F6 Mosman Bay,1192
Feb-17,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,143
Feb-17,Adult,F7 Eastern Suburbs,98118
Feb-17,Child/Youth,F7 Eastern Suburbs,4462
Feb-17,Concession,F7 Eastern Suburbs,1991
Feb-17,Employee,F7 Eastern Suburbs,408
Feb-17,Free Travel,F7 Eastern Suburbs,150
Feb-17,School Student,F7 Eastern Suburbs,78
Feb-17,Senior/Pensioner,F7 Eastern Suburbs,15455
Feb-17,Sgl Trip Ferry Adult,F7 Eastern Suburbs,2985
Feb-17,Sgl Trip Ferry Child/Youth,F7 Eastern Suburbs,297
Mar-17,Adult,118F Newcastle,21938
Mar-17,Child/Youth,118F Newcastle,2831
Mar-17,Concession,118F Newcastle,1012
Mar-17,Employee,118F Newcastle,418
Mar-17,Free Travel,118F Newcastle,274
Mar-17,School Student,118F Newcastle,604
Mar-17,Senior/Pensioner,118F Newcastle,8341
Mar-17,Adult,F1 Manly,298774
Mar-17,Child/Youth,F1 Manly,20449
Mar-17,Concession,F1 Manly,12002
Mar-17,Employee,F1 Manly,1802
Mar-17,Free Travel,F1 Manly,636
Mar-17,School Student,F1 Manly,407
Mar-17,Senior/Pensioner,F1 Manly,55497
Mar-17,Sgl Trip Ferry Adult,F1 Manly,29226
Mar-17,Sgl Trip Ferry Child/Youth,F1 Manly,2842
Mar-17,Adult,F2 Taronga Zoo,63650
Mar-17,Child/Youth,F2 Taronga Zoo,7956
Mar-17,Concession,F2 Taronga Zoo,2283
Mar-17,Employee,F2 Taronga Zoo,283
Mar-17,Free Travel,F2 Taronga Zoo,105
Mar-17,School Student,F2 Taronga Zoo,14
Mar-17,Senior/Pensioner,F2 Taronga Zoo,8994
Mar-17,Sgl Trip Ferry Adult,F2 Taronga Zoo,4693
Mar-17,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,811
Mar-17,Adult,F3 Parramatta River,190518
Mar-17,Child/Youth,F3 Parramatta River,13629
Mar-17,Concession,F3 Parramatta River,5400
Mar-17,Employee,F3 Parramatta River,816
Mar-17,Free Travel,F3 Parramatta River,320
Mar-17,School Student,F3 Parramatta River,607
Mar-17,Senior/Pensioner,F3 Parramatta River,36656
Mar-17,Sgl Trip Ferry Adult,F3 Parramatta River,7918
Mar-17,Sgl Trip Ferry Child/Youth,F3 Parramatta River,1282
Mar-17,Adult,F4 Darling Harbour,108762
Mar-17,Child/Youth,F4 Darling Harbour,10803
Mar-17,Concession,F4 Darling Harbour,2448
Mar-17,Employee,F4 Darling Harbour,648
Mar-17,Free Travel,F4 Darling Harbour,205
Mar-17,School Student,F4 Darling Harbour,230
Mar-17,Senior/Pensioner,F4 Darling Harbour,21344
Mar-17,Sgl Trip Ferry Adult,F4 Darling Harbour,8245
Mar-17,Sgl Trip Ferry Child/Youth,F4 Darling Harbour,1216
Mar-17,Adult,F5 Neutral Bay,38572
Mar-17,Child/Youth,F5 Neutral Bay,1236
Mar-17,Concession,F5 Neutral Bay,1460
Mar-17,Employee,F5 Neutral Bay,214
Mar-17,Free Travel,F5 Neutral Bay,46
Mar-17,School Student,F5 Neutral Bay,73
Mar-17,Senior/Pensioner,F5 Neutral Bay,9623
Mar-17,Sgl Trip Ferry Adult,F5 Neutral Bay,950
Mar-17,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,109
Mar-17,Adult,F6 Mosman Bay,59411
Mar-17,Child/Youth,F6 Mosman Bay,2160
Mar-17,Concession,F6 Mosman Bay,2555
Mar-17,Employee,F6 Mosman Bay,325
Mar-17,Free Travel,F6 Mosman Bay,131
Mar-17,School Student,F6 Mosman Bay,48
Mar-17,Senior/Pensioner,F6 Mosman Bay,14250
Mar-17,Sgl Trip Ferry Adult,F6 Mosman Bay,1187
Mar-17,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,163
Mar-17,Adult,F7 Eastern Suburbs,100934
Mar-17,Child/Youth,F7 Eastern Suburbs,4544
Mar-17,Concession,F7 Eastern Suburbs,2287
Mar-17,Employee,F7 Eastern Suburbs,388
Mar-17,Free Travel,F7 Eastern Suburbs,140
Mar-17,School Student,F7 Eastern Suburbs,86
Mar-17,Senior/Pensioner,F7 Eastern Suburbs,14900
Mar-17,Sgl Trip Ferry Adult,F7 Eastern Suburbs,3210
Mar-17,Sgl Trip Ferry Child/Youth,F7 Eastern Suburbs,351
Apr-17,Adult,118F Newcastle,24187
Apr-17,Child/Youth,118F Newcastle,6475
Apr-17,Concession,118F Newcastle,1046
Apr-17,Employee,118F Newcastle,588
Apr-17,Free Travel,118F Newcastle,354
Apr-17,School Student,118F Newcastle,331
Apr-17,Senior/Pensioner,118F Newcastle,9867
Apr-17,Adult,F1 Manly,319851
Apr-17,Child/Youth,F1 Manly,44275
Apr-17,Concession,F1 Manly,11285
Apr-17,Employee,F1 Manly,1737
Apr-17,Free Travel,F1 Manly,688
Apr-17,School Student,F1 Manly,136
Apr-17,Senior/Pensioner,F1 Manly,63771
Apr-17,Sgl Trip Ferry Adult,F1 Manly,29252
Apr-17,Sgl Trip Ferry Child/Youth,F1 Manly,6017
Apr-17,Adult,F2 Taronga Zoo,87694
Apr-17,Child/Youth,F2 Taronga Zoo,21441
Apr-17,Concession,F2 Taronga Zoo,2743
Apr-17,Employee,F2 Taronga Zoo,357
Apr-17,Free Travel,F2 Taronga Zoo,94
Apr-17,School Student,F2 Taronga Zoo,6
Apr-17,Senior/Pensioner,F2 Taronga Zoo,11761
Apr-17,Sgl Trip Ferry Adult,F2 Taronga Zoo,5619
Apr-17,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,1791
Apr-17,Adult,F3 Parramatta River,198703
Apr-17,Child/Youth,F3 Parramatta River,29850
Apr-17,Concession,F3 Parramatta River,5534
Apr-17,Employee,F3 Parramatta River,888
Apr-17,Free Travel,F3 Parramatta River,391
Apr-17,School Student,F3 Parramatta River,186
Apr-17,Senior/Pensioner,F3 Parramatta River,41181
Apr-17,Sgl Trip Ferry Adult,F3 Parramatta River,9031
Apr-17,Sgl Trip Ferry Child/Youth,F3 Parramatta River,2958
Apr-17,Adult,F4 Darling Harbour,129759
Apr-17,Child/Youth,F4 Darling Harbour,30734
Apr-17,Concession,F4 Darling Harbour,3023
Apr-17,Employee,F4 Darling Harbour,737
Apr-17,Free Travel,F4 Darling Harbour,297
Apr-17,School Student,F4 Darling Harbour,93
Apr-17,Senior/Pensioner,F4 Darling Harbour,25757
Apr-17,Sgl Trip Ferry Adult,F4 Darling Harbour,9477
Apr-17,Sgl Trip Ferry Child/Youth,F4 Darling Harbour,2798
Apr-17,Adult,F5 Neutral Bay,34281
Apr-17,Child/Youth,F5 Neutral Bay,2457
Apr-17,Concession,F5 Neutral Bay,1190
Apr-17,Employee,F5 Neutral Bay,175
Apr-17,Free Travel,F5 Neutral Bay,59
Apr-17,School Student,F5 Neutral Bay,32
Apr-17,Senior/Pensioner,F5 Neutral Bay,9494
Apr-17,Sgl Trip Ferry Adult,F5 Neutral Bay,1132
Apr-17,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,274
Apr-17,Adult,F6 Mosman Bay,50989
Apr-17,Child/Youth,F6 Mosman Bay,4184
Apr-17,Concession,F6 Mosman Bay,1892
Apr-17,Employee,F6 Mosman Bay,294
Apr-17,Free Travel,F6 Mosman Bay,130
Apr-17,School Student,F6 Mosman Bay,30
Apr-17,Senior/Pensioner,F6 Mosman Bay,13687
Apr-17,Sgl Trip Ferry Adult,F6 Mosman Bay,1307
Apr-17,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,443
Apr-17,Adult,F7 Eastern Suburbs,107883
Apr-17,Child/Youth,F7 Eastern Suburbs,10519
Apr-17,Concession,F7 Eastern Suburbs,2250
Apr-17,Employee,F7 Eastern Suburbs,396
Apr-17,Free Travel,F7 Eastern Suburbs,186
Apr-17,School Student,F7 Eastern Suburbs,25
Apr-17,Senior/Pensioner,F7 Eastern Suburbs,18064
Apr-17,Sgl Trip Ferry Adult,F7 Eastern Suburbs,3475
Apr-17,Sgl Trip Ferry Child/Youth,F7 Eastern Suburbs,857
May-17,Adult,118F Newcastle,23942
May-17,Child/Youth,118F Newcastle,2977
May-17,Concession,118F Newcastle,1165
May-17,Employee,118F Newcastle,599
May-17,Free Travel,118F Newcastle,439
May-17,School Student,118F Newcastle,1004
May-17,Senior/Pensioner,118F Newcastle,10073
May-17,Adult,F1 Manly,245223
May-17,Child/Youth,F1 Manly,16527
May-17,Concession,F1 Manly,10321
May-17,Employee,F1 Manly,1724
May-17,Free Travel,F1 Manly,773
May-17,School Student,F1 Manly,341
May-17,Senior/Pensioner,F1 Manly,60417
May-17,Sgl Trip Ferry Adult,F1 Manly,19700
May-17,Sgl Trip Ferry Child/Youth,F1 Manly,2133
May-17,Adult,F2 Taronga Zoo,65219
May-17,Child/Youth,F2 Taronga Zoo,9485
May-17,Concession,F2 Taronga Zoo,2690
May-17,Employee,F2 Taronga Zoo,351
May-17,Free Travel,F2 Taronga Zoo,125
May-17,School Student,F2 Taronga Zoo,11
May-17,Senior/Pensioner,F2 Taronga Zoo,11876
May-17,Sgl Trip Ferry Adult,F2 Taronga Zoo,3772
May-17,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,680
May-17,Adult,F3 Parramatta River,189411
May-17,Child/Youth,F3 Parramatta River,14681
May-17,Concession,F3 Parramatta River,5459
May-17,Employee,F3 Parramatta River,1026
May-17,Free Travel,F3 Parramatta River,378
May-17,School Student,F3 Parramatta River,561
May-17,Senior/Pensioner,F3 Parramatta River,40323
May-17,Sgl Trip Ferry Adult,F3 Parramatta River,6254
May-17,Sgl Trip Ferry Child/Youth,F3 Parramatta River,1138
May-17,Adult,F4 Darling Harbour,98158
May-17,Child/Youth,F4 Darling Harbour,11002
May-17,Concession,F4 Darling Harbour,2441
May-17,Employee,F4 Darling Harbour,730
May-17,Free Travel,F4 Darling Harbour,262
May-17,School Student,F4 Darling Harbour,252
May-17,Senior/Pensioner,F4 Darling Harbour,24002
May-17,Sgl Trip Ferry Adult,F4 Darling Harbour,6388
May-17,Sgl Trip Ferry Child/Youth,F4 Darling Harbour,1045
May-17,Adult,F5 Neutral Bay,36557
May-17,Child/Youth,F5 Neutral Bay,1413
May-17,Concession,F5 Neutral Bay,1526
May-17,Employee,F5 Neutral Bay,251
May-17,Free Travel,F5 Neutral Bay,71
May-17,School Student,F5 Neutral Bay,108
May-17,Senior/Pensioner,F5 Neutral Bay,10529
May-17,Sgl Trip Ferry Adult,F5 Neutral Bay,821
May-17,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,132
May-17,Adult,F6 Mosman Bay,57556
May-17,Child/Youth,F6 Mosman Bay,2726
May-17,Concession,F6 Mosman Bay,2514
May-17,Employee,F6 Mosman Bay,335
May-17,Free Travel,F6 Mosman Bay,115
May-17,School Student,F6 Mosman Bay,62
May-17,Senior/Pensioner,F6 Mosman Bay,15073
May-17,Sgl Trip Ferry Adult,F6 Mosman Bay,968
May-17,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,172
May-17,Adult,F7 Eastern Suburbs,96252
May-17,Child/Youth,F7 Eastern Suburbs,4732
May-17,Concession,F7 Eastern Suburbs,2084
May-17,Employee,F7 Eastern Suburbs,412
May-17,Free Travel,F7 Eastern Suburbs,192
May-17,School Student,F7 Eastern Suburbs,96
May-17,Senior/Pensioner,F7 Eastern Suburbs,17361
May-17,Sgl Trip Ferry Adult,F7 Eastern Suburbs,2387
May-17,Sgl Trip Ferry Child/Youth,F7 Eastern Suburbs,307
Jun-17,Adult,118F Newcastle,20362
Jun-17,Child/Youth,118F Newcastle,2823
Jun-17,Concession,118F Newcastle,910
Jun-17,Employee,118F Newcastle,451
Jun-17,Free Travel,118F Newcastle,325
Jun-17,School Student,118F Newcastle,690
Jun-17,Senior/Pensioner,118F Newcastle,8213
Jun-17,Adult,F1 Manly,221866
Jun-17,Child/Youth,F1 Manly,24594
Jun-17,Concession,F1 Manly,8716
Jun-17,Employee,F1 Manly,1619
Jun-17,Free Travel,F1 Manly,723
Jun-17,School Student,F1 Manly,257
Jun-17,Senior/Pensioner,F1 Manly,54381
Jun-17,Sgl Trip Ferry Adult,F1 Manly,18371
Jun-17,Sgl Trip Ferry Child/Youth,F1 Manly,3630
Jun-17,Adult,F2 Taronga Zoo,82994
Jun-17,Child/Youth,F2 Taronga Zoo,15823
Jun-17,Concession,F2 Taronga Zoo,3595
Jun-17,Employee,F2 Taronga Zoo,418
Jun-17,Free Travel,F2 Taronga Zoo,113
Jun-17,School Student,F2 Taronga Zoo,19
Jun-17,Senior/Pensioner,F2 Taronga Zoo,12765
Jun-17,Sgl Trip Ferry Adult,F2 Taronga Zoo,5451
Jun-17,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,1631
Jun-17,Adult,F3 Parramatta River,179531
Jun-17,Child/Youth,F3 Parramatta River,18697
Jun-17,Concession,F3 Parramatta River,4850
Jun-17,Employee,F3 Parramatta River,913
Jun-17,Free Travel,F3 Parramatta River,365
Jun-17,School Student,F3 Parramatta River,402
Jun-17,Senior/Pensioner,F3 Parramatta River,37940
Jun-17,Sgl Trip Ferry Adult,F3 Parramatta River,6743
Jun-17,Sgl Trip Ferry Child/Youth,F3 Parramatta River,1818
Jun-17,Adult,F4 Darling Harbour,115869
Jun-17,Child/Youth,F4 Darling Harbour,20254
Jun-17,Concession,F4 Darling Harbour,3571
Jun-17,Employee,F4 Darling Harbour,815
Jun-17,Free Travel,F4 Darling Harbour,279
Jun-17,School Student,F4 Darling Harbour,186
Jun-17,Senior/Pensioner,F4 Darling Harbour,27831
Jun-17,Sgl Trip Ferry Adult,F4 Darling Harbour,7823
Jun-17,Sgl Trip Ferry Child/Youth,F4 Darling Harbour,2128
Jun-17,Adult,F5 Neutral Bay,33804
Jun-17,Child/Youth,F5 Neutral Bay,2126
Jun-17,Concession,F5 Neutral Bay,1265
Jun-17,Employee,F5 Neutral Bay,243
Jun-17,Free Travel,F5 Neutral Bay,80
Jun-17,School Student,F5 Neutral Bay,82
Jun-17,Senior/Pensioner,F5 Neutral Bay,9515
Jun-17,Sgl Trip Ferry Adult,F5 Neutral Bay,840
Jun-17,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,234
Jun-17,Adult,F6 Mosman Bay,53648
Jun-17,Child/Youth,F6 Mosman Bay,4012
Jun-17,Concession,F6 Mosman Bay,1947
Jun-17,Employee,F6 Mosman Bay,250
Jun-17,Free Travel,F6 Mosman Bay,132
Jun-17,School Student,F6 Mosman Bay,56
Jun-17,Senior/Pensioner,F6 Mosman Bay,13804
Jun-17,Sgl Trip Ferry Adult,F6 Mosman Bay,1111
Jun-17,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,352
Jun-17,Adult,F7 Eastern Suburbs,83279
Jun-17,Child/Youth,F7 Eastern Suburbs,6438
Jun-17,Concession,F7 Eastern Suburbs,1819
Jun-17,Employee,F7 Eastern Suburbs,455
Jun-17,Free Travel,F7 Eastern Suburbs,194
Jun-17,School Student,F7 Eastern Suburbs,72
Jun-17,Senior/Pensioner,F7 Eastern Suburbs,16386
Jun-17,Sgl Trip Ferry Adult,F7 Eastern Suburbs,2610
Jun-17,Sgl Trip Ferry Child/Youth,F7 Eastern Suburbs,638
Jul-17,Adult,118F Newcastle,24075
Jul-17,Child/Youth,118F Newcastle,6577
Jul-17,Concession,118F Newcastle,1154
Jul-17,Employee,118F Newcastle,586
Jul-17,Free Travel,118F Newcastle,570
Jul-17,School Student,118F Newcastle,473
Jul-17,Senior/Pensioner,118F Newcastle,9872
Jul-17,Adult,F1 Manly,272254
Jul-17,CTP,F1 Manly,2138
Jul-17,Child/Youth,F1 Manly,47132
Jul-17,Concession,F1 Manly,9226
Jul-17,Employee,F1 Manly,1487
Jul-17,Free Travel,F1 Manly,609
Jul-17,School Student,F1 Manly,154
Jul-17,Senior/Pensioner,F1 Manly,56330
Jul-17,Sgl Trip Ferry Adult,F1 Manly,20412
Jul-17,Sgl Trip Ferry Child/Youth,F1 Manly,6099
Jul-17,Adult,F2 Taronga Zoo,89910
Jul-17,Child/Youth,F2 Taronga Zoo,27699
Jul-17,Concession,F2 Taronga Zoo,3339
Jul-17,Employee,F2 Taronga Zoo,327
Jul-17,Free Travel,F2 Taronga Zoo,103
Jul-17,School Student,F2 Taronga Zoo,5
Jul-17,Senior/Pensioner,F2 Taronga Zoo,11888
Jul-17,Sgl Trip Ferry Adult,F2 Taronga Zoo,7869
Jul-17,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,3125
Jul-17,Adult,F3 Parramatta River,180933
Jul-17,Child/Youth,F3 Parramatta River,28307
Jul-17,Concession,F3 Parramatta River,4380
Jul-17,Employee,F3 Parramatta River,915
Jul-17,Free Travel,F3 Parramatta River,387
Jul-17,School Student,F3 Parramatta River,208
Jul-17,Senior/Pensioner,F3 Parramatta River,37952
Jul-17,Sgl Trip Ferry Adult,F3 Parramatta River,9098
Jul-17,Sgl Trip Ferry Child/Youth,F3 Parramatta River,3684
Jul-17,Adult,F4 Darling Harbour,110265
Jul-17,Child/Youth,F4 Darling Harbour,28760
Jul-17,Concession,F4 Darling Harbour,2868
Jul-17,Employee,F4 Darling Harbour,578
Jul-17,Free Travel,F4 Darling Harbour,250
Jul-17,School Student,F4 Darling Harbour,98
Jul-17,Senior/Pensioner,F4 Darling Harbour,23518
Jul-17,Sgl Trip Ferry Adult,F4 Darling Harbour,9884
Jul-17,Sgl Trip Ferry Child/Youth,F4 Darling Harbour,4035
Jul-17,Adult,F5 Neutral Bay,33352
Jul-17,Child/Youth,F5 Neutral Bay,3015
Jul-17,Concession,F5 Neutral Bay,1256
Jul-17,Employee,F5 Neutral Bay,208
Jul-17,Free Travel,F5 Neutral Bay,66
Jul-17,School Student,F5 Neutral Bay,41
Jul-17,Senior/Pensioner,F5 Neutral Bay,9317
Jul-17,Sgl Trip Ferry Adult,F5 Neutral Bay,1591
Jul-17,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,587
Jul-17,Adult,F6 Mosman Bay,51745
Jul-17,Child/Youth,F6 Mosman Bay,4721
Jul-17,Concession,F6 Mosman Bay,1578
Jul-17,Employee,F6 Mosman Bay,265
Jul-17,Free Travel,F6 Mosman Bay,127
Jul-17,School Student,F6 Mosman Bay,31
Jul-17,Senior/Pensioner,F6 Mosman Bay,13229
Jul-17,Sgl Trip Ferry Adult,F6 Mosman Bay,1912
Jul-17,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,775
Jul-17,Adult,F7 Eastern Suburbs,95637
Jul-17,Child/Youth,F7 Eastern Suburbs,11678
Jul-17,Concession,F7 Eastern Suburbs,2368
Jul-17,Employee,F7 Eastern Suburbs,364
Jul-17,Free Travel,F7 Eastern Suburbs,216
Jul-17,School Student,F7 Eastern Suburbs,33
Jul-17,Senior/Pensioner,F7 Eastern Suburbs,18159
Jul-17,Sgl Trip Ferry Adult,F7 Eastern Suburbs,5057
Jul-17,Sgl Trip Ferry Child/Youth,F7 Eastern Suburbs,1792
Aug-17,Adult,118F Newcastle,21691
Aug-17,Child/Youth,118F Newcastle,2843
Aug-17,Concession,118F Newcastle,1494
Aug-17,Employee,118F Newcastle,439
Aug-17,Free Travel,118F Newcastle,583
Aug-17,School Student,118F Newcastle,1035
Aug-17,Senior/Pensioner,118F Newcastle,9399
Aug-17,Adult,F1 Manly,228534
Aug-17,CTP,F1 Manly,1976
Aug-17,Child/Youth,F1 Manly,23707
Aug-17,Concession,F1 Manly,10080
Aug-17,Day Pass Child/Youth w/o SAF,F1 Manly,1
Aug-17,Day Pass without SAF,F1 Manly,1
Aug-17,Employee,F1 Manly,1370
Aug-17,Free Travel,F1 Manly,597
Aug-17,School Student,F1 Manly,357
Aug-17,Senior/Pensioner,F1 Manly,50414
Aug-17,Sgl Trip Ferry Adult,F1 Manly,18255
Aug-17,Sgl Trip Ferry Child/Youth,F1 Manly,3731
Aug-17,Adult,F2 Taronga Zoo,70689
Aug-17,Child/Youth,F2 Taronga Zoo,14440
Aug-17,Concession,F2 Taronga Zoo,2788
Aug-17,Employee,F2 Taronga Zoo,282
Aug-17,Free Travel,F2 Taronga Zoo,84
Aug-17,School Student,F2 Taronga Zoo,5
Aug-17,Senior/Pensioner,F2 Taronga Zoo,9975
Aug-17,Sgl Trip Ferry Adult,F2 Taronga Zoo,7199
Aug-17,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,1963
Aug-17,Adult,F3 Parramatta River,172682
Aug-17,Child/Youth,F3 Parramatta River,15267
Aug-17,Concession,F3 Parramatta River,4568
Aug-17,Day Pass without SAF,F3 Parramatta River,2
Aug-17,Employee,F3 Parramatta River,947
Aug-17,Free Travel,F3 Parramatta River,317
Aug-17,School Student,F3 Parramatta River,426
Aug-17,Senior/Pensioner,F3 Parramatta River,35917
Aug-17,Sgl Trip Ferry Adult,F3 Parramatta River,7241
Aug-17,Sgl Trip Ferry Child/Youth,F3 Parramatta River,1715
Aug-17,Adult,F4 Darling Harbour,90553
Aug-17,Child/Youth,F4 Darling Harbour,12671
Aug-17,Concession,F4 Darling Harbour,2161
Aug-17,Day Pass without SAF,F4 Darling Harbour,1
Aug-17,Employee,F4 Darling Harbour,504
Aug-17,Free Travel,F4 Darling Harbour,191
Aug-17,School Student,F4 Darling Harbour,193
Aug-17,Senior/Pensioner,F4 Darling Harbour,19750
Aug-17,Sgl Trip Ferry Adult,F4 Darling Harbour,7811
Aug-17,Sgl Trip Ferry Child/Youth,F4 Darling Harbour,1889
Aug-17,Adult,F5 Neutral Bay,32334
Aug-17,Child/Youth,F5 Neutral Bay,1512
Aug-17,Concession,F5 Neutral Bay,1456
Aug-17,Day Pass without SAF,F5 Neutral Bay,1
Aug-17,Employee,F5 Neutral Bay,226
Aug-17,Free Travel,F5 Neutral Bay,48
Aug-17,School Student,F5 Neutral Bay,83
Aug-17,Senior/Pensioner,F5 Neutral Bay,9066
Aug-17,Sgl Trip Ferry Adult,F5 Neutral Bay,1368
Aug-17,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,316
Aug-17,Adult,F6 Mosman Bay,52497
Aug-17,Child/Youth,F6 Mosman Bay,2736
Aug-17,Concession,F6 Mosman Bay,2669
Aug-17,Employee,F6 Mosman Bay,267
Aug-17,Free Travel,F6 Mosman Bay,84
Aug-17,School Student,F6 Mosman Bay,55
Aug-17,Senior/Pensioner,F6 Mosman Bay,13496
Aug-17,Sgl Trip Ferry Adult,F6 Mosman Bay,1603
Aug-17,Sgl Trip Ferry Child/Youth,F6 Mosman Bay,408
Aug-17,Adult,F7 Eastern Suburbs,90520
Aug-17,Child/Youth,F7 Eastern Suburbs,6076
Aug-17,Concession,F7 Eastern Suburbs,2060
Aug-17,Day Pass Child/Youth w/o SAF,F7 Eastern Suburbs,2
Aug-17,Employee,F7 Eastern Suburbs,388
Aug-17,Free Travel,F7 Eastern Suburbs,141
Aug-17,School Student,F7 Eastern Suburbs,52
Aug-17,Senior/Pensioner,F7 Eastern Suburbs,16113
Aug-17,Sgl Trip Ferry Adult,F7 Eastern Suburbs,4154
Aug-17,Sgl Trip Ferry Child/Youth,F7 Eastern Suburbs,986
Sep-17,Adult,118F Newcastle,24143
Sep-17,Child/Youth,118F Newcastle,4792
Sep-17,Concession,118F Newcastle,1238
Sep-17,Employee,118F Newcastle,410
Sep-17,Free Travel,118F Newcastle,453
Sep-17,School Student,118F Newcastle,841
Sep-17,Senior/Pensioner,118F Newcastle,9467
Sep-17,Adult,F1 Manly,261275
Sep-17,CTP,F1 Manly,2049
Sep-17,Child/Youth,F1 Manly,39387
Sep-17,Concession,F1 Manly,10464
Sep-17,Day Pass without SAF,F1 Manly,1
Sep-17,Employee,F1 Manly,1669
Sep-17,Free Travel,F1 Manly,714
Sep-17,School Student,F1 Manly,221
Sep-17,Senior/Pensioner,F1 Manly,57828
Sep-17,Sgl Trip Ferry Adult,F1 Manly,20041
Sep-17,Sgl Trip Ferry Child/Youth,F1 Manly,3583
Sep-17,Adult,F2 Taronga Zoo,72632
Sep-17,Child/Youth,F2 Taronga Zoo,17100
Sep-17,Concession,F2 Taronga Zoo,2789
Sep-17,Employee,F2 Taronga Zoo,331
Sep-17,Free Travel,F2 Taronga Zoo,114
Sep-17,School Student,F2 Taronga Zoo,6
Sep-17,Senior/Pensioner,F2 Taronga Zoo,11032
Sep-17,Sgl Trip Ferry Adult,F2 Taronga Zoo,7137
Sep-17,Sgl Trip Ferry Child/Youth,F2 Taronga Zoo,2001
Sep-17,Adult,F3 Parramatta River,176203
Sep-17,Child/Youth,F3 Parramatta River,20529
Sep-17,Concession,F3 Parramatta River,5545
Sep-17,Employee,F3 Parramatta River,998
Sep-17,Free Travel,F3 Parramatta River,352
Sep-17,School Student,F3 Parramatta River,320
Sep-17,Senior/Pensioner,F3 Parramatta River,36145
Sep-17,Sgl Trip Ferry Adult,F3 Parramatta River,7933
Sep-17,Sgl Trip Ferry Child/Youth,F3 Parramatta River,2322
Sep-17,Adult,F4 Darling Harbour,96219
Sep-17,Child/Youth,F4 Darling Harbour,17728
Sep-17,Concession,F4 Darling Harbour,2319
Sep-17,Employee,F4 Darling Harbour,504
Sep-17,Free Travel,F4 Darling Harbour,207
Sep-17,School Student,F4 Darling Harbour,111
Sep-17,Senior/Pensioner,F4 Darling Harbour,20407
Sep-17,Sgl Trip Ferry Adult,F4 Darling Harbour,8126
Sep-17,Sgl Trip Ferry Child/Youth,F4 Darling Harbour,2302
Sep-17,Adult,F5 Neutral Bay,31481
Sep-17,Child/Youth,F5 Neutral Bay,1975
Sep-17,Concession,F5 Neutral Bay,1262
Sep-17,Employee,F5 Neutral Bay,180
Sep-17,Free Travel,F5 Neutral Bay,40
Sep-17,School Student,F5 Neutral Bay,44
Sep-17,Senior/Pensioner,F5 Neutral Bay,8875
Sep-17,Sgl Trip Ferry Adult,F5 Neutral Bay,1514
Sep-17,Sgl Trip Ferry Child/Youth,F5 Neutral Bay,390
Sep-17,Adult,F6 Mosman Bay,52008
Sep-17,Child/Youth,F6 Mosman Bay,3440
Sep-17,Concession,F6 Mosman Bay,2188
